,actor.actor_id,actor.first_name,actor.last_name,actor.last_update,address.address_id,address.address,address.address2,address.district,address.city_id,address.postal_code,address.phone,address.last_update,category.category_id,category.name,category.last_update,city.city_id,city.city,city.country_id,city.last_update,customer.customer_id,customer.store_id,customer.first_name,customer.last_name,customer.email,customer.address_id,customer.active,customer.create_date,customer.last_update,film.film_id,film.title,film.description,film.release_year,film.language_id,film.original_language_id,film.rental_duration,film.rental_rate,film.length,film.replacement_cost,film.rating,film.special_features,film.last_update,film_category.film_id,film_category.category_id,film_category.last_update,inventory.inventory_id,inventory.film_id,inventory.store_id,inventory.last_update,language.language_id,language.name,language.last_update,payment.payment_id,payment.customer_id,payment.staff_id,payment.rental_id,payment.amount,payment.payment_date,payment.last_update,rental.rental_id,rental.rental_date,rental.inventory_id,rental.customer_id,rental.return_date,rental.staff_id,rental.last_update,staff.staff_id,staff.first_name,staff.last_name,staff.address_id,staff.picture,staff.email,staff.store_id,staff.active,staff.username,staff.password,staff.last_update,store.store_id,store.manager_staff_id,store.address_id,store.last_update
actor.actor_id,0.000000,0.292222,0.298850,0.618836,0.000000,0.281300,0.772305,0.291730,0.011755,0.000536,2.081943,0.289800,0.000000,0.261272,0.618836,0.000000,0.390986,0.096309,0.618836,0.000000,0.240499,0.279161,0.263061,0.284342,0.085691,0.340020,0.339740,0.618836,0.000000,0.281910,0.466529,0.412062,0.619116,0.772305,0.059984,0.154829,0.026050,0.078421,0.278624,0.479480,0.618836,0.000000,0.062870,0.618836,0.000000,0.000000,0.240499,0.618836,0.000000,0.270208,0.618836,0.000000,0.000000,0.240499,0.031713,0.043403,0.290453,0.290453,0.000000,0.290453,0.011966,0.026571,0.290453,0.240499,0.339740,0.240499,0.326331,0.326268,0.301092,1.692652,0.339600,0.240499,0.619116,0.326331,0.618510,0.618836,0.240499,0.240499,0.240499,0.618836
actor.first_name,0.292222,0.000000,0.006719,0.718767,0.292222,0.010922,0.928717,0.000492,0.303978,0.291687,2.277459,0.064544,0.292222,0.030951,0.718767,0.292222,0.098940,0.349427,0.718767,0.292222,0.493617,0.013061,0.029161,0.007880,0.338809,0.407609,0.407758,0.718767,0.292222,0.010312,0.177350,0.665180,0.718618,0.928717,0.313102,0.447051,0.279168,0.331539,0.013668,0.187732,0.718767,0.292222,0.315988,0.718767,0.292222,0.292222,0.493617,0.718767,0.292222,0.043276,0.718767,0.292222,0.292222,0.493617,0.323935,0.335626,0.063891,0.063891,0.292222,0.063891,0.280256,0.279689,0.063891,0.493617,0.407758,0.493617,0.393930,0.393929,0.554210,1.849065,0.407898,0.493617,0.718618,0.393930,0.719094,0.718767,0.493617,0.493617,0.493617,0.718767
actor.last_name,0.298850,0.006719,0.000000,0.725395,0.298850,0.017550,0.935345,0.007167,0.310606,0.298314,2.284087,0.071172,0.298850,0.037610,0.725395,0.298850,0.092231,0.356055,0.725395,0.298850,0.500245,0.019739,0.035845,0.014508,0.345437,0.414328,0.414386,0.725395,0.298850,0.016940,0.170631,0.671807,0.725337,0.935345,0.319730,0.453679,0.285796,0.338167,0.020387,0.181013,0.725395,0.298850,0.322616,0.725395,0.298850,0.298850,0.500245,0.725395,0.298850,0.049947,0.725395,0.298850,0.298850,0.500245,0.330563,0.342254,0.070519,0.070519,0.298850,0.070519,0.286884,0.286317,0.070519,0.500245,0.414386,0.500245,0.400639,0.400598,0.560838,1.855693,0.414526,0.500245,0.725337,0.400639,0.725722,0.725395,0.500245,0.500245,0.500245,0.725395
actor.last_update,0.618836,0.718767,0.725395,0.000000,0.618836,0.707855,0.731127,0.718275,0.630592,0.618301,2.604073,0.655529,0.618836,0.687816,0.000000,0.618836,0.817541,0.676041,0.000000,0.618836,0.427078,0.705706,0.689606,0.711298,0.665423,0.311289,0.311009,0.000000,0.618836,0.708455,0.895688,0.467589,0.000280,0.731127,0.639716,0.511563,0.605782,0.658154,0.705169,0.906184,0.000000,0.618836,0.642602,0.000000,0.618836,0.618836,0.427078,0.000000,0.618836,0.675492,0.000000,0.618836,0.618836,0.427078,0.650549,0.662240,0.654876,0.654876,0.618836,0.654876,0.606870,0.606303,0.654876,0.427078,0.311009,0.427078,0.324900,0.324838,0.487670,1.130298,0.311149,0.427078,0.000280,0.324900,0.000326,0.000000,0.427078,0.427078,0.427078,0.000000
address.address_id,0.000000,0.292222,0.298850,0.618836,0.000000,0.281300,0.772305,0.291730,0.011755,0.000536,2.081943,0.289800,0.000000,0.261272,0.618836,0.000000,0.390986,0.096309,0.618836,0.000000,0.240499,0.279161,0.263061,0.284342,0.085691,0.340020,0.339740,0.618836,0.000000,0.281910,0.466529,0.412062,0.619116,0.772305,0.059984,0.154829,0.026050,0.078421,0.278624,0.479480,0.618836,0.000000,0.062870,0.618836,0.000000,0.000000,0.240499,0.618836,0.000000,0.270208,0.618836,0.000000,0.000000,0.240499,0.031713,0.043403,0.290453,0.290453,0.000000,0.290453,0.011966,0.026571,0.290453,0.240499,0.339740,0.240499,0.326331,0.326268,0.301092,1.692652,0.339600,0.240499,0.619116,0.326331,0.618510,0.618836,0.240499,0.240499,0.240499,0.618836
address.address,0.281300,0.010922,0.017550,0.707855,0.281300,0.000000,0.917795,0.010431,0.293055,0.280764,2.266537,0.053622,0.281300,0.020327,0.707855,0.281300,0.109686,0.338505,0.707855,0.281300,0.482695,0.002467,0.018572,0.003513,0.327887,0.397056,0.396846,0.707855,0.281300,0.000610,0.187903,0.654257,0.708065,0.917795,0.302179,0.436129,0.268246,0.320617,0.003115,0.198348,0.707855,0.281300,0.305065,0.707855,0.281300,0.281300,0.482695,0.707855,0.281300,0.032664,0.707855,0.281300,0.281300,0.482695,0.313013,0.324703,0.052980,0.052980,0.281300,0.052980,0.269334,0.268767,0.052980,0.482695,0.396846,0.482695,0.383366,0.383304,0.543287,1.838143,0.396976,0.482695,0.708065,0.383366,0.708171,0.707855,0.482695,0.482695,0.482695,0.707855
address.address2,0.772305,0.928717,0.935345,0.731127,0.772305,0.917795,0.000000,0.928226,0.784060,0.771769,2.757542,0.926296,0.772305,0.897767,0.731127,0.772305,1.027481,0.829510,0.731127,0.772305,0.580546,0.915656,0.899557,0.920838,0.818892,0.583362,0.583082,0.731127,0.772305,0.918405,1.103025,0.621057,0.731406,0.000000,0.793184,0.665032,0.759251,0.811622,0.915120,1.115975,0.731127,0.772305,0.796070,0.731127,0.772305,0.772305,0.580546,0.731127,0.772305,0.906704,0.731127,0.772305,0.772305,0.580546,0.804018,0.815708,0.926949,0.926949,0.772305,0.926949,0.760339,0.759772,0.926949,0.580546,0.583082,0.580546,0.569672,0.569610,0.641139,1.804943,0.582942,0.580546,0.731406,0.569672,0.730800,0.731127,0.580546,0.580546,0.580546,0.731127
address.district,0.291730,0.000492,0.007167,0.718275,0.291730,0.010431,0.928226,0.000000,0.303486,0.291195,2.276968,0.064053,0.291730,0.030469,0.718275,0.291730,0.099388,0.348936,0.718275,0.291730,0.493125,0.012582,0.028698,0.007388,0.338317,0.407161,0.407266,0.718275,0.291730,0.009821,0.177798,0.664688,0.718170,0.928226,0.312610,0.446559,0.278676,0.331048,0.013220,0.188180,0.718275,0.291730,0.315496,0.718275,0.291730,0.291730,0.493125,0.718275,0.291730,0.042805,0.718275,0.291730,0.291730,0.493125,0.323444,0.335134,0.063400,0.063400,0.291730,0.063400,0.279765,0.279197,0.063400,0.493125,0.407266,0.493125,0.393471,0.393458,0.553718,1.848573,0.407406,0.493125,0.718170,0.393471,0.718602,0.718275,0.493125,0.493125,0.493125,0.718275
address.city_id,0.011755,0.303978,0.310606,0.630592,0.011755,0.293055,0.784060,0.303486,0.000000,0.012291,2.070187,0.301556,0.011755,0.273027,0.630592,0.011755,0.402741,0.108065,0.630592,0.011755,0.252255,0.290916,0.274817,0.296098,0.097446,0.351776,0.351496,0.630592,0.011755,0.293665,0.478285,0.423817,0.630871,0.784060,0.071739,0.143074,0.037806,0.090177,0.290380,0.491235,0.630592,0.011755,0.074625,0.630592,0.011755,0.011755,0.252255,0.630592,0.011755,0.281964,0.630592,0.011755,0.011755,0.252255,0.019958,0.031648,0.302209,0.302209,0.011755,0.302209,0.023721,0.038327,0.302209,0.252255,0.351496,0.252255,0.338086,0.338024,0.312847,1.704408,0.351356,0.252255,0.630871,0.338086,0.630265,0.630592,0.252255,0.252255,0.252255,0.630592
address.postal_code,0.000536,0.291687,0.298314,0.618301,0.000536,0.280764,0.771769,0.291195,0.012291,0.000000,2.082476,0.289265,0.000536,0.260736,0.618301,0.000536,0.390450,0.095776,0.618301,0.000536,0.239966,0.278625,0.262526,0.283807,0.085158,0.339484,0.339205,0.618301,0.000536,0.281374,0.465994,0.411528,0.618580,0.771769,0.059450,0.155365,0.025517,0.077888,0.278089,0.478944,0.618301,0.000536,0.062336,0.618301,0.000536,0.000536,0.239966,0.618301,0.000536,0.269673,0.618301,0.000536,0.000536,0.239966,0.032249,0.043939,0.289918,0.289918,0.000536,0.289918,0.011433,0.026038,0.289918,0.239966,0.339205,0.239966,0.325795,0.325733,0.300558,1.692117,0.339065,0.239966,0.618580,0.325795,0.617974,0.618301,0.239966,0.239966,0.239966,0.618301
address.phone,2.081943,2.277459,2.284087,2.604073,2.081943,2.266537,2.757542,2.276968,2.070187,2.082476,0.000000,2.275038,2.081943,2.246509,2.604073,2.081943,2.376223,2.178252,2.604073,2.081943,2.322442,2.264398,2.248298,2.269579,2.167633,2.325257,2.324977,2.604073,2.081943,2.267147,2.451767,2.494004,2.604353,2.757542,2.141926,2.189216,2.107993,2.160364,2.263862,2.464717,2.604073,2.081943,2.144812,2.604073,2.081943,2.081943,2.322442,2.604073,2.081943,2.255446,2.604073,2.081943,2.081943,2.322442,2.050229,2.038539,2.275691,2.275691,2.081943,2.275691,2.093908,2.108514,2.275691,2.322442,2.324977,2.322442,2.311568,2.311506,2.383034,3.677890,2.324838,2.322442,2.604353,2.311568,2.603747,2.604073,2.322442,2.322442,2.322442,2.604073
address.last_update,0.289800,0.064544,0.071172,0.655529,0.289800,0.053622,0.926296,0.064053,0.301556,0.289265,2.275038,0.000000,0.289800,0.033594,0.655529,0.289800,0.163308,0.347006,0.655529,0.289800,0.491195,0.051483,0.035384,0.056665,0.336387,0.344799,0.344520,0.655529,0.289800,0.054232,0.240159,0.662758,0.655808,0.926296,0.310680,0.444630,0.276746,0.329118,0.050947,0.251802,0.655529,0.289800,0.313566,0.655529,0.289800,0.289800,0.491195,0.655529,0.289800,0.021269,0.655529,0.289800,0.289800,0.491195,0.321514,0.333204,0.000653,0.000653,0.289800,0.000653,0.277835,0.277267,0.000653,0.491195,0.344520,0.491195,0.358411,0.358349,0.551788,1.784521,0.344380,0.491195,0.655808,0.358411,0.655202,0.655529,0.491195,0.491195,0.491195,0.655529
category.category_id,0.000000,0.292222,0.298850,0.618836,0.000000,0.281300,0.772305,0.291730,0.011755,0.000536,2.081943,0.289800,0.000000,0.261272,0.618836,0.000000,0.390986,0.096309,0.618836,0.000000,0.240499,0.279161,0.263061,0.284342,0.085691,0.340020,0.339740,0.618836,0.000000,0.281910,0.466529,0.412062,0.619116,0.772305,0.059984,0.154829,0.026050,0.078421,0.278624,0.479480,0.618836,0.000000,0.062870,0.618836,0.000000,0.000000,0.240499,0.618836,0.000000,0.270208,0.618836,0.000000,0.000000,0.240499,0.031713,0.043403,0.290453,0.290453,0.000000,0.290453,0.011966,0.026571,0.290453,0.240499,0.339740,0.240499,0.326331,0.326268,0.301092,1.692652,0.339600,0.240499,0.619116,0.326331,0.618510,0.618836,0.240499,0.240499,0.240499,0.618836
category.name,0.261272,0.030951,0.037610,0.687816,0.261272,0.020327,0.897767,0.030469,0.273027,0.260736,2.246509,0.033594,0.261272,0.000000,0.687816,0.261272,0.129841,0.318477,0.687816,0.261272,0.462666,0.017889,0.001790,0.023840,0.307858,0.376729,0.376808,0.687816,0.261272,0.020837,0.208230,0.634229,0.687738,0.897767,0.282151,0.416101,0.248218,0.300589,0.017353,0.218612,0.687816,0.261272,0.285037,0.687816,0.261272,0.261272,0.462666,0.687816,0.261272,0.012337,0.687816,0.261272,0.261272,0.462666,0.292985,0.304675,0.032941,0.032941,0.261272,0.032941,0.249306,0.248739,0.032941,0.462666,0.376808,0.462666,0.363039,0.362989,0.523259,1.818114,0.376948,0.462666,0.687738,0.363039,0.688143,0.687816,0.462666,0.462666,0.462666,0.687816
category.last_update,0.618836,0.718767,0.725395,0.000000,0.618836,0.707855,0.731127,0.718275,0.630592,0.618301,2.604073,0.655529,0.618836,0.687816,0.000000,0.618836,0.817541,0.676041,0.000000,0.618836,0.427078,0.705706,0.689606,0.711298,0.665423,0.311289,0.311009,0.000000,0.618836,0.708455,0.895688,0.467589,0.000280,0.731127,0.639716,0.511563,0.605782,0.658154,0.705169,0.906184,0.000000,0.618836,0.642602,0.000000,0.618836,0.618836,0.427078,0.000000,0.618836,0.675492,0.000000,0.618836,0.618836,0.427078,0.650549,0.662240,0.654876,0.654876,0.618836,0.654876,0.606870,0.606303,0.654876,0.427078,0.311009,0.427078,0.324900,0.324838,0.487670,1.130298,0.311149,0.427078,0.000280,0.324900,0.000326,0.000000,0.427078,0.427078,0.427078,0.000000
city.city_id,0.000000,0.292222,0.298850,0.618836,0.000000,0.281300,0.772305,0.291730,0.011755,0.000536,2.081943,0.289800,0.000000,0.261272,0.618836,0.000000,0.390986,0.096309,0.618836,0.000000,0.240499,0.279161,0.263061,0.284342,0.085691,0.340020,0.339740,0.618836,0.000000,0.281910,0.466529,0.412062,0.619116,0.772305,0.059984,0.154829,0.026050,0.078421,0.278624,0.479480,0.618836,0.000000,0.062870,0.618836,0.000000,0.000000,0.240499,0.618836,0.000000,0.270208,0.618836,0.000000,0.000000,0.240499,0.031713,0.043403,0.290453,0.290453,0.000000,0.290453,0.011966,0.026571,0.290453,0.240499,0.339740,0.240499,0.326331,0.326268,0.301092,1.692652,0.339600,0.240499,0.619116,0.326331,0.618510,0.618836,0.240499,0.240499,0.240499,0.618836
city.city,0.390986,0.098940,0.092231,0.817541,0.390986,0.109686,1.027481,0.099388,0.402741,0.390450,2.376223,0.163308,0.390986,0.129841,0.817541,0.390986,0.000000,0.448191,0.817541,0.390986,0.592381,0.111960,0.128076,0.106643,0.437573,0.506549,0.506532,0.817541,0.390986,0.109117,0.078410,0.763943,0.817558,1.027481,0.411865,0.545815,0.377932,0.430303,0.112608,0.088792,0.817541,0.390986,0.414751,0.817541,0.390986,0.390986,0.592381,0.817541,0.390986,0.142178,0.817541,0.390986,0.390986,0.592381,0.422699,0.434389,0.162665,0.162665,0.390986,0.162665,0.379020,0.378453,0.162665,0.592381,0.506532,0.592381,0.492859,0.492828,0.652973,1.947829,0.506662,0.592381,0.817558,0.492859,0.817857,0.817541,0.592381,0.592381,0.592381,0.817541
city.country_id,0.096309,0.349427,0.356055,0.676041,0.096309,0.338505,0.829510,0.348936,0.108065,0.095776,2.178252,0.347006,0.096309,0.318477,0.676041,0.096309,0.448191,0.000000,0.676041,0.096309,0.248964,0.336366,0.320267,0.341548,0.010619,0.397225,0.396946,0.676041,0.096309,0.339115,0.523735,0.315752,0.676321,0.829510,0.036326,0.251139,0.070259,0.017888,0.335830,0.536685,0.676041,0.096309,0.033440,0.676041,0.096309,0.096309,0.248964,0.676041,0.096309,0.327414,0.676041,0.096309,0.096309,0.248964,0.128023,0.139713,0.347659,0.347659,0.096309,0.347659,0.084344,0.069738,0.347659,0.248964,0.396946,0.248964,0.383536,0.383474,0.204782,1.749858,0.396806,0.248964,0.676321,0.383536,0.675715,0.676041,0.248964,0.248964,0.248964,0.676041
city.last_update,0.618836,0.718767,0.725395,0.000000,0.618836,0.707855,0.731127,0.718275,0.630592,0.618301,2.604073,0.655529,0.618836,0.687816,0.000000,0.618836,0.817541,0.676041,0.000000,0.618836,0.427078,0.705706,0.689606,0.711298,0.665423,0.311289,0.311009,0.000000,0.618836,0.708455,0.895688,0.467589,0.000280,0.731127,0.639716,0.511563,0.605782,0.658154,0.705169,0.906184,0.000000,0.618836,0.642602,0.000000,0.618836,0.618836,0.427078,0.000000,0.618836,0.675492,0.000000,0.618836,0.618836,0.427078,0.650549,0.662240,0.654876,0.654876,0.618836,0.654876,0.606870,0.606303,0.654876,0.427078,0.311009,0.427078,0.324900,0.324838,0.487670,1.130298,0.311149,0.427078,0.000280,0.324900,0.000326,0.000000,0.427078,0.427078,0.427078,0.000000
customer.customer_id,0.000000,0.292222,0.298850,0.618836,0.000000,0.281300,0.772305,0.291730,0.011755,0.000536,2.081943,0.289800,0.000000,0.261272,0.618836,0.000000,0.390986,0.096309,0.618836,0.000000,0.240499,0.279161,0.263061,0.284342,0.085691,0.340020,0.339740,0.618836,0.000000,0.281910,0.466529,0.412062,0.619116,0.772305,0.059984,0.154829,0.026050,0.078421,0.278624,0.479480,0.618836,0.000000,0.062870,0.618836,0.000000,0.000000,0.240499,0.618836,0.000000,0.270208,0.618836,0.000000,0.000000,0.240499,0.031713,0.043403,0.290453,0.290453,0.000000,0.290453,0.011966,0.026571,0.290453,0.240499,0.339740,0.240499,0.326331,0.326268,0.301092,1.692652,0.339600,0.240499,0.619116,0.326331,0.618510,0.618836,0.240499,0.240499,0.240499,0.618836
customer.store_id,0.240499,0.493617,0.500245,0.427078,0.240499,0.482695,0.580546,0.493125,0.252255,0.239966,2.322442,0.491195,0.240499,0.462666,0.427078,0.240499,0.592381,0.248964,0.427078,0.240499,0.000000,0.480556,0.464456,0.485737,0.238345,0.148261,0.147982,0.427078,0.240499,0.483305,0.667924,0.171563,0.427357,0.580546,0.212638,0.133226,0.214449,0.231076,0.480019,0.680875,0.427078,0.240499,0.215524,0.427078,0.240499,0.240499,0.000000,0.427078,0.240499,0.471603,0.427078,0.240499,0.240499,0.000000,0.272212,0.283902,0.491848,0.491848,0.240499,0.491848,0.228533,0.213928,0.491848,0.000000,0.147982,0.000000,0.134572,0.134510,0.060593,1.500894,0.147842,0.000000,0.427357,0.134572,0.426751,0.427078,0.000000,0.000000,0.000000,0.427078
customer.first_name,0.279161,0.013061,0.019739,0.705706,0.279161,0.002467,0.915656,0.012582,0.290916,0.278625,2.264398,0.051483,0.279161,0.017889,0.705706,0.279161,0.111960,0.336366,0.705706,0.279161,0.480556,0.000000,0.016116,0.005979,0.325748,0.394589,0.394697,0.705706,0.279161,0.002977,0.190370,0.652118,0.705598,0.915656,0.300040,0.433990,0.266107,0.318478,0.000648,0.200752,0.705706,0.279161,0.302926,0.705706,0.279161,0.279161,0.480556,0.705706,0.279161,0.030225,0.705706,0.279161,0.279161,0.480556,0.310874,0.322564,0.050830,0.050830,0.279161,0.050830,0.267195,0.266628,0.050830,0.480556,0.394697,0.480556,0.380900,0.380878,0.541148,1.836004,0.394837,0.480556,0.705598,0.380900,0.706032,0.705706,0.480556,0.480556,0.480556,0.705706
customer.last_name,0.263061,0.029161,0.035845,0.689606,0.263061,0.018572,0.899557,0.028698,0.274817,0.262526,2.248298,0.035384,0.263061,0.001790,0.689606,0.263061,0.128076,0.320267,0.689606,0.263061,0.464456,0.016116,0.000000,0.022085,0.309648,0.378483,0.378597,0.689606,0.263061,0.019083,0.206476,0.636019,0.689492,0.899557,0.283941,0.417890,0.250007,0.302379,0.015563,0.216858,0.689606,0.263061,0.286827,0.689606,0.263061,0.263061,0.464456,0.689606,0.263061,0.014115,0.689606,0.263061,0.263061,0.464456,0.294774,0.306465,0.034731,0.034731,0.263061,0.034731,0.251095,0.250528,0.034731,0.464456,0.378597,0.464456,0.364794,0.364768,0.525049,1.819904,0.378737,0.464456,0.689492,0.364794,0.689933,0.689606,0.464456,0.464456,0.464456,0.689606
customer.email,0.284342,0.007880,0.014508,0.711298,0.284342,0.003513,0.920838,0.007388,0.296098,0.283807,2.269579,0.056665,0.284342,0.023840,0.711298,0.284342,0.106643,0.341548,0.711298,0.284342,0.485737,0.005979,0.022085,0.000000,0.330929,0.400568,0.400289,0.711298,0.284342,0.003002,0.184390,0.657300,0.711577,0.920838,0.305222,0.439171,0.271288,0.323660,0.006628,0.195137,0.711298,0.284342,0.308108,0.711298,0.284342,0.284342,0.485737,0.711298,0.284342,0.036177,0.711298,0.284342,0.284342,0.485737,0.316055,0.327746,0.056422,0.056422,0.284342,0.056422,0.272376,0.271809,0.056422,0.485737,0.400289,0.485737,0.386879,0.386817,0.546330,1.841185,0.400149,0.485737,0.711577,0.386879,0.711214,0.711298,0.485737,0.485737,0.485737,0.711298
customer.address_id,0.085691,0.338809,0.345437,0.665423,0.085691,0.327887,0.818892,0.338317,0.097446,0.085158,2.167633,0.336387,0.085691,0.307858,0.665423,0.085691,0.437573,0.010619,0.665423,0.085691,0.238345,0.325748,0.309648,0.330929,0.000000,0.386607,0.386327,0.665423,0.085691,0.328497,0.513116,0.326371,0.665703,0.818892,0.025707,0.240520,0.059641,0.007269,0.325211,0.526066,0.665423,0.085691,0.022821,0.665423,0.085691,0.085691,0.238345,0.665423,0.085691,0.316795,0.665423,0.085691,0.085691,0.238345,0.117404,0.129094,0.337040,0.337040,0.085691,0.337040,0.073725,0.059120,0.337040,0.238345,0.386327,0.238345,0.372917,0.372855,0.215401,1.739239,0.386187,0.238345,0.665703,0.372917,0.665097,0.665423,0.238345,0.238345,0.238345,0.665423
