,actor.actor_id,actor.first_name,actor.last_name,actor.last_update,address.address,address.address2,address.address_id,address.city_id,address.district,address.last_update,address.phone,address.postal_code,category.category_id,category.last_update,category.name,city.city,city.city_id,city.country_id,city.last_update,customer.active,customer.address_id,customer.create_date,customer.customer_id,customer.email,customer.first_name,customer.last_name,customer.last_update,customer.store_id,film.description,film.film_id,film.language_id,film.last_update,film.length,film.original_language_id,film.rating,film.release_year,film.rental_duration,film.rental_rate,film.replacement_cost,film.special_features,film.title,film_category.category_id,film_category.film_id,film_category.last_update,inventory.film_id,inventory.inventory_id,inventory.last_update,inventory.store_id,language.language_id,language.last_update,language.name,payment.amount,payment.customer_id,payment.last_update,payment.payment_date,payment.payment_id,payment.rental_id,payment.staff_id,rental.customer_id,rental.inventory_id,rental.last_update,rental.rental_date,rental.rental_id,rental.return_date,rental.staff_id,staff.active,staff.address_id,staff.email,staff.first_name,staff.last_name,staff.last_update,staff.password,staff.picture,staff.staff_id,staff.store_id,staff.username,store.address_id,store.last_update,store.manager_staff_id,store.store_id
customer.last_name,0.398785,0.773018,0.997563,0.680398,0.332071,0.272187,0.232119,0.314653,0.414716,0.724868,0.263841,0.504882,0.300301,0.680398,0.583211,0.324627,0.315452,0.303230,0.680398,0.474273,0.228952,0.496992,0.368482,0.331832,0.773905,1.000000,0.680398,0.301762,0.304147,0.315452,0.407678,0.680398,0.399673,0.338854,0.498942,0.456767,0.380699,0.494321,0.416946,0.375884,0.415369,0.298685,0.315452,0.680398,0.315452,0.294619,0.680398,0.301762,0.436664,0.680398,0.582374,0.395835,0.368482,0.724912,0.560139,0.382119,0.313296,0.301762,0.369334,0.295432,0.701538,0.520366,0.315452,0.452184,0.301762,0.453132,0.214310,0.307589,0.750204,0.975205,0.680398,0.369769,0.292961,0.301762,0.301762,0.641871,0.218429,0.680398,0.359054,0.301762
customer.last_update,0.344299,0.473870,0.677965,1.000000,0.270066,0.268484,0.276117,0.343500,0.405721,0.955441,0.209355,0.412517,0.276117,1.000000,0.339610,0.262610,0.344299,0.204047,1.000000,0.433386,0.272950,0.501587,0.344299,0.269832,0.474758,0.680398,1.000000,0.357333,0.325480,0.344299,0.386344,1.000000,0.345186,0.312803,0.338431,0.405716,0.406516,0.487954,0.345888,0.329028,0.338207,0.274502,0.344299,1.000000,0.344299,0.207935,1.000000,0.357333,0.344299,1.000000,0.340448,0.409530,0.344299,0.955486,0.517986,0.276117,0.273961,0.357333,0.345151,0.208749,0.978860,0.546394,0.276117,0.478213,0.357333,0.454526,0.285033,0.297032,0.500642,0.705193,1.000000,0.454523,0.377715,0.357333,0.357333,0.432461,0.289152,1.000000,0.314720,0.357333
customer.store_id,0.702402,0.291447,0.299330,0.357333,0.404689,0.398038,0.608652,0.514103,0.310230,0.352975,0.279635,0.438234,0.642744,0.357333,0.312301,0.209734,0.514902,0.533077,0.357333,0.333672,0.608799,0.376305,0.710925,0.310733,0.292335,0.301762,0.357333,1.000000,0.340962,0.514902,0.493678,0.357333,0.235423,0.360538,0.311121,0.363338,0.385546,0.309126,0.328043,0.297468,0.310898,0.644441,0.514902,0.357333,0.514902,0.608652,0.357333,1.000000,0.506379,0.357333,0.311693,0.324452,0.710925,0.352931,0.341567,0.533652,0.481496,0.718750,0.712732,0.609466,0.376305,0.284749,0.483652,0.421112,0.718750,0.314701,0.620881,0.333701,0.315853,0.324190,0.357333,0.314742,0.241729,0.718750,1.000000,0.334603,0.625000,0.357333,0.484375,1.000000
film.description,0.354652,0.237945,0.306583,0.325480,0.305409,0.243205,0.286470,0.353853,0.578823,0.370039,0.219708,0.286506,0.286470,0.325480,0.235846,0.449215,0.354652,0.282582,0.325480,0.414783,0.283303,0.210257,0.286470,0.373830,0.237060,0.304147,0.325480,0.340962,1.000000,0.286470,0.189098,0.325480,0.355539,0.212523,0.441561,0.255437,0.466869,0.275946,0.403116,0.342870,0.373626,0.284855,0.286470,0.325480,0.286470,0.280788,0.325480,0.340962,0.218288,0.325480,0.235007,0.283520,0.286470,0.369995,0.233631,0.286470,0.352496,0.340962,0.287322,0.281601,0.346621,0.301813,0.354652,0.369995,0.340962,0.393643,0.268662,0.346630,0.211169,0.279355,0.325480,0.257321,0.248827,0.340962,0.340962,0.347532,0.272780,0.325480,0.298349,0.340962
film.film_id,0.531250,0.455137,0.313019,0.344299,0.230879,0.197504,0.475000,0.677773,0.417670,0.366665,0.108483,0.386327,0.454545,0.344299,0.339383,0.330566,0.678572,0.468454,0.344299,0.226888,0.469175,0.295088,0.522727,0.444958,0.456024,0.315452,0.344299,0.514902,0.286470,1.000000,0.412462,0.344299,0.248229,0.385004,0.231061,0.346991,0.345922,0.307657,0.385294,0.311158,0.337980,0.450272,1.000000,0.344299,1.000000,0.437500,0.344299,0.514902,0.454545,0.344299,0.338776,0.247050,0.522727,0.366620,0.355257,0.550000,0.497844,0.514902,0.520921,0.436687,0.363270,0.298439,0.500000,0.298439,0.514902,0.207916,0.454534,0.441202,0.452818,0.311156,0.344299,0.301708,0.242087,0.514902,0.514902,0.227818,0.458652,0.344299,0.374277,0.514902
film.language_id,0.480643,0.201153,0.405241,0.386344,0.338234,0.336647,0.480643,0.411663,0.201183,0.341786,0.141154,0.276135,0.480643,0.386344,0.407797,0.194428,0.412462,0.408573,0.386344,0.365223,0.477477,0.297022,0.412462,0.337995,0.202038,0.407678,0.386344,0.493678,0.189098,0.412462,1.000000,0.386344,0.413349,0.612784,0.338445,0.343197,0.306497,0.283390,0.345869,0.282142,0.270017,0.479028,0.412462,0.386344,0.412462,0.395416,0.386344,0.493678,0.957916,0.386344,0.408636,0.341330,0.412462,0.341830,0.267966,0.480643,0.546669,0.493678,0.413314,0.396230,0.365204,0.273648,0.548825,0.205467,0.493678,0.386363,0.489559,0.365195,0.227929,0.432470,0.386344,0.386322,0.309514,0.493678,0.493678,0.364293,0.493678,0.386344,0.549076,0.493678
film.last_update,0.344299,0.473870,0.677965,1.000000,0.270066,0.268484,0.276117,0.343500,0.405721,0.955441,0.209355,0.412517,0.276117,1.000000,0.339610,0.262610,0.344299,0.204047,1.000000,0.433386,0.272950,0.501587,0.344299,0.269832,0.474758,0.680398,1.000000,0.357333,0.325480,0.344299,0.386344,1.000000,0.345186,0.312803,0.338431,0.405716,0.406516,0.487954,0.345888,0.329028,0.338207,0.274502,0.344299,1.000000,0.344299,0.207935,1.000000,0.357333,0.344299,1.000000,0.340448,0.409530,0.344299,0.955486,0.517986,0.276117,0.273961,0.357333,0.345151,0.208749,0.978860,0.546394,0.276117,0.478213,0.357333,0.454526,0.285033,0.297032,0.500642,0.705193,1.000000,0.454523,0.377715,0.357333,0.357333,0.432461,0.289152,1.000000,0.314720,0.357333
film.length,0.248229,0.306024,0.397240,0.345186,0.231766,0.198391,0.323229,0.247430,0.231057,0.367552,0.106712,0.316447,0.316411,0.345186,0.358128,0.349311,0.248229,0.320224,0.345186,0.227775,0.320946,0.364157,0.316411,0.356560,0.306912,0.399673,0.345186,0.235423,0.355539,0.248229,0.413349,0.345186,1.000000,0.310891,0.231948,0.348762,0.397693,0.442250,0.387065,0.312045,0.231725,0.315679,0.248229,0.345186,0.248229,0.373230,0.345186,0.235423,0.452775,0.345186,0.357521,0.245279,0.316411,0.367508,0.418644,0.398229,0.412740,0.235423,0.318146,0.374043,0.364157,0.435689,0.414896,0.435689,0.235423,0.208804,0.306304,0.352804,0.303705,0.395376,0.345186,0.208845,0.135831,0.235423,0.235423,0.416205,0.310423,0.345186,0.376048,0.235423
film.original_language_id,0.347504,0.374372,0.336421,0.312803,0.262614,0.325000,0.347504,0.346704,0.224405,0.299536,0.137560,0.347540,0.385004,0.312803,0.301475,0.217658,0.347504,0.343615,0.312803,0.285347,0.344337,0.360366,0.310004,0.262407,0.375259,0.338854,0.312803,0.360538,0.212523,0.385004,0.612784,0.312803,0.310891,1.000000,0.337796,0.357784,0.383584,0.429795,0.307331,0.399143,0.300073,0.383388,0.385004,0.312803,0.385004,0.422504,0.312803,0.360538,0.610004,0.312803,0.300868,0.269553,0.310004,0.299492,0.336992,0.385004,0.420348,0.360538,0.310855,0.423317,0.322866,0.411992,0.422504,0.336992,0.360538,0.275284,0.356419,0.285375,0.398777,0.361281,0.312803,0.275325,0.239811,0.360538,0.360538,0.323777,0.360538,0.312803,0.435538,0.360538
film.rating,0.324811,0.474071,0.498614,0.338431,0.249788,0.187796,0.306061,0.337405,0.436601,0.382900,0.221117,0.299279,0.367424,0.338431,0.373821,0.367346,0.338204,0.302172,0.338431,0.473222,0.302894,0.427753,0.299243,0.374550,0.474956,0.498942,0.338431,0.311121,0.441561,0.231061,0.338445,0.338431,0.231948,0.337796,1.000000,0.330710,0.429642,0.356900,0.369013,0.330060,0.374754,0.365809,0.231061,0.338431,0.231061,0.293561,0.338431,0.311121,0.367424,0.338431,0.372983,0.353111,0.299243,0.382945,0.371582,0.381061,0.395572,0.311121,0.300095,0.294374,0.359571,0.382945,0.397727,0.451127,0.311121,0.452082,0.288253,0.348198,0.449151,0.474147,0.338431,0.295795,0.232379,0.311121,0.311121,0.317901,0.292371,0.338431,0.311121,0.311121
film.release_year,0.284490,0.329785,0.454335,0.405716,0.330528,0.270284,0.346991,0.283691,0.267318,0.392450,0.142973,0.347027,0.346991,0.405716,0.331889,0.260572,0.284490,0.291037,0.405716,0.353261,0.352816,0.478279,0.284490,0.330321,0.330673,0.456767,0.405716,0.363338,0.255437,0.346991,0.343197,0.405716,0.348762,0.357784,0.330710,1.000000,0.426068,0.479282,0.461696,0.426432,0.267986,0.351264,0.346991,0.405716,0.346991,0.346991,0.405716,0.363338,0.346991,0.405716,0.331282,0.281540,0.284490,0.392405,0.267405,0.284490,0.469835,0.363338,0.286297,0.347804,0.415779,0.454905,0.471990,0.392405,0.363338,0.343197,0.367457,0.353289,0.354191,0.479195,0.405716,0.343239,0.207725,0.363338,0.363338,0.354191,0.363338,0.405716,0.378963,0.363338
film.rental_duration,0.395923,0.328717,0.378267,0.406516,0.379460,0.346084,0.345922,0.395124,0.378751,0.428882,0.154405,0.445959,0.395923,0.406516,0.330821,0.272004,0.395923,0.397531,0.406516,0.375468,0.348252,0.525487,0.395923,0.379253,0.329605,0.380699,0.406516,0.385546,0.466869,0.345922,0.306497,0.406516,0.397693,0.383584,0.429642,0.426068,1.000000,0.735399,0.436247,0.450364,0.329418,0.399804,0.345922,0.406516,0.345922,0.395923,0.406516,0.385546,0.345922,0.406516,0.330213,0.392972,0.395923,0.428838,0.428838,0.345922,0.643767,0.385546,0.397729,0.396736,0.425488,0.728838,0.645922,0.528838,0.385546,0.356497,0.333611,0.375497,0.326399,0.376403,0.406516,0.306538,0.283525,0.385546,0.385546,0.276399,0.335546,0.406516,0.329296,0.385546
film.rental_rate,0.375839,0.424158,0.491889,0.487954,0.356718,0.272977,0.239476,0.376638,0.356009,0.492504,0.169373,0.580348,0.307657,0.487954,0.426261,0.281081,0.375839,0.369293,0.487954,0.370543,0.233651,0.643290,0.375839,0.356511,0.425045,0.494321,0.487954,0.309126,0.275946,0.307657,0.283390,0.487954,0.442250,0.429795,0.356900,0.479282,0.735399,1.000000,0.421645,0.535009,0.424858,0.303384,0.307657,0.487954,0.307657,0.364476,0.487954,0.309126,0.307657,0.487954,0.425654,0.376121,0.375839,0.492460,0.532233,0.307657,0.717826,0.377308,0.374033,0.363663,0.506925,0.901551,0.716749,0.628824,0.377308,0.351572,0.236825,0.370571,0.439655,0.507841,0.487954,0.283431,0.346781,0.377308,0.309126,0.371473,0.240944,0.487954,0.381569,0.309126
film.replacement_cost,0.385294,0.321214,0.414514,0.345888,0.368831,0.335456,0.385294,0.337620,0.321247,0.368254,0.196902,0.432206,0.385294,0.345888,0.370193,0.314501,0.338419,0.389409,0.345888,0.364840,0.390131,0.411734,0.385294,0.321750,0.322102,0.416946,0.345888,0.328043,0.403116,0.385294,0.345869,0.345888,0.387065,0.307331,0.369013,0.461696,0.436247,0.421645,1.000000,0.402235,0.321915,0.389568,0.385294,0.345888,0.385294,0.338419,0.345888,0.328043,0.385294,0.345888,0.369585,0.382344,0.385294,0.368209,0.555709,0.572794,0.430014,0.328043,0.387101,0.339233,0.364859,0.415084,0.432169,0.415084,0.328043,0.345869,0.375489,0.317994,0.318896,0.412650,0.345888,0.345910,0.272896,0.328043,0.328043,0.365771,0.374918,0.345888,0.328043,0.328043
film.special_features,0.311158,0.377864,0.378321,0.329028,0.377143,0.267893,0.311158,0.357234,0.330959,0.373509,0.176214,0.451819,0.311158,0.329028,0.328890,0.384589,0.358033,0.260395,0.329028,0.350157,0.307991,0.443919,0.311158,0.330486,0.376979,0.375884,0.329028,0.297468,0.342870,0.311158,0.282142,0.329028,0.312045,0.399143,0.330060,0.426432,0.450364,0.535009,0.402235,1.000000,0.377179,0.309543,0.311158,0.329028,0.311158,0.311158,0.329028,0.297468,0.311158,0.329028,0.328051,0.308208,0.311158,0.373543,0.420418,0.404908,0.402752,0.344343,0.312010,0.311971,0.350169,0.561043,0.404908,0.467293,0.344343,0.329017,0.293350,0.303292,0.351088,0.351092,0.329028,0.329017,0.392833,0.344343,0.297468,0.351088,0.297468,0.329028,0.297468,0.297468
film.title,0.324588,0.474299,0.415515,0.338207,0.357101,0.281323,0.305838,0.444324,0.436832,0.382677,0.245894,0.435419,0.299019,0.338207,0.398584,0.542583,0.445123,0.301949,0.338207,0.472976,0.302671,0.359348,0.367201,0.249796,0.474798,0.415369,0.338207,0.310898,0.373626,0.337980,0.270017,0.338207,0.231725,0.300073,0.374754,0.267986,0.329418,0.424858,0.321915,0.377179,1.000000,0.297404,0.337980,0.338207,0.337980,0.293337,0.338207,0.310898,0.299019,0.338207,0.397745,0.227887,0.367201,0.382722,0.371358,0.305838,0.395348,0.310898,0.368053,0.294151,0.359348,0.450903,0.397504,0.382722,0.310898,0.451835,0.288029,0.222975,0.448906,0.390577,0.338207,0.201821,0.446441,0.310898,0.310898,0.317656,0.292148,0.338207,0.264023,0.310898
film_category.category_id,0.654818,0.228521,0.296252,0.274502,0.365627,0.332252,0.518453,0.654019,0.296736,0.296867,0.172391,0.245763,0.995726,0.274502,0.366988,0.426353,0.654818,0.656818,0.274502,0.293454,0.521176,0.361655,0.586635,0.365420,0.229409,0.298685,0.274502,0.644441,0.284855,0.450272,0.479028,0.274502,0.315679,0.383388,0.365809,0.351264,0.399804,0.303384,0.389568,0.309543,0.297404,1.000000,0.450272,0.274502,0.450272,0.683226,0.274502,0.644441,0.518453,0.274502,0.366381,0.379140,0.586635,0.296823,0.353642,0.518453,0.516298,0.508077,0.588441,0.684040,0.293473,0.228641,0.518453,0.296823,0.508077,0.274483,0.506534,0.361664,0.226203,0.294389,0.274502,0.479069,0.201510,0.508077,0.644441,0.362566,0.508077,0.274502,0.516600,0.644441
film_category.film_id,0.531250,0.455137,0.313019,0.344299,0.230879,0.197504,0.475000,0.677773,0.417670,0.366665,0.108483,0.386327,0.454545,0.344299,0.339383,0.330566,0.678572,0.468454,0.344299,0.226888,0.469175,0.295088,0.522727,0.444958,0.456024,0.315452,0.344299,0.514902,0.286470,1.000000,0.412462,0.344299,0.248229,0.385004,0.231061,0.346991,0.345922,0.307657,0.385294,0.311158,0.337980,0.450272,1.000000,0.344299,1.000000,0.437500,0.344299,0.514902,0.454545,0.344299,0.338776,0.247050,0.522727,0.366620,0.355257,0.550000,0.497844,0.514902,0.520921,0.436687,0.363270,0.298439,0.500000,0.298439,0.514902,0.207916,0.454534,0.441202,0.452818,0.311156,0.344299,0.301708,0.242087,0.514902,0.514902,0.227818,0.458652,0.344299,0.374277,0.514902
film_category.last_update,0.344299,0.473870,0.677965,1.000000,0.270066,0.268484,0.276117,0.343500,0.405721,0.955441,0.209355,0.412517,0.276117,1.000000,0.339610,0.262610,0.344299,0.204047,1.000000,0.433386,0.272950,0.501587,0.344299,0.269832,0.474758,0.680398,1.000000,0.357333,0.325480,0.344299,0.386344,1.000000,0.345186,0.312803,0.338431,0.405716,0.406516,0.487954,0.345888,0.329028,0.338207,0.274502,0.344299,1.000000,0.344299,0.207935,1.000000,0.357333,0.344299,1.000000,0.340448,0.409530,0.344299,0.955486,0.517986,0.276117,0.273961,0.357333,0.345151,0.208749,0.978860,0.546394,0.276117,0.478213,0.357333,0.454526,0.285033,0.297032,0.500642,0.705193,1.000000,0.454523,0.377715,0.357333,0.357333,0.432461,0.289152,1.000000,0.314720,0.357333
inventory.film_id,0.531250,0.455137,0.313019,0.344299,0.230879,0.197504,0.475000,0.677773,0.417670,0.366665,0.108483,0.386327,0.454545,0.344299,0.339383,0.330566,0.678572,0.468454,0.344299,0.226888,0.469175,0.295088,0.522727,0.444958,0.456024,0.315452,0.344299,0.514902,0.286470,1.000000,0.412462,0.344299,0.248229,0.385004,0.231061,0.346991,0.345922,0.307657,0.385294,0.311158,0.337980,0.450272,1.000000,0.344299,1.000000,0.437500,0.344299,0.514902,0.454545,0.344299,0.338776,0.247050,0.522727,0.366620,0.355257,0.550000,0.497844,0.514902,0.520921,0.436687,0.363270,0.298439,0.500000,0.298439,0.514902,0.207916,0.454534,0.441202,0.452818,0.311156,0.344299,0.301708,0.242087,0.514902,0.514902,0.227818,0.458652,0.344299,0.374277,0.514902
inventory.inventory_id,0.625000,0.292636,0.292186,0.207935,0.293379,0.260003,0.437500,0.561701,0.355170,0.230301,0.170982,0.312463,0.687500,0.207935,0.294740,0.348423,0.562500,0.680953,0.207935,0.289387,0.431675,0.351907,0.500000,0.355672,0.293524,0.294619,0.207935,0.608652,0.280788,0.437500,0.395416,0.207935,0.373230,0.422504,0.293561,0.346991,0.395923,0.364476,0.338419,0.311158,0.293337,0.683226,0.437500,0.207935,0.437500,1.000000,0.207935,0.608652,0.437500,0.207935,0.294133,0.372050,0.500000,0.230257,0.355257,0.562500,0.622844,0.483652,0.498194,0.999187,0.226907,0.355257,0.625000,0.355257,0.483652,0.270416,0.417034,0.351916,0.290318,0.290322,0.207935,0.395458,0.259944,0.483652,0.608652,0.352818,0.421152,0.207935,0.514902,0.608652
inventory.last_update,0.344299,0.473870,0.677965,1.000000,0.270066,0.268484,0.276117,0.343500,0.405721,0.955441,0.209355,0.412517,0.276117,1.000000,0.339610,0.262610,0.344299,0.204047,1.000000,0.433386,0.272950,0.501587,0.344299,0.269832,0.474758,0.680398,1.000000,0.357333,0.325480,0.344299,0.386344,1.000000,0.345186,0.312803,0.338431,0.405716,0.406516,0.487954,0.345888,0.329028,0.338207,0.274502,0.344299,1.000000,0.344299,0.207935,1.000000,0.357333,0.344299,1.000000,0.340448,0.409530,0.344299,0.955486,0.517986,0.276117,0.273961,0.357333,0.345151,0.208749,0.978860,0.546394,0.276117,0.478213,0.357333,0.454526,0.285033,0.297032,0.500642,0.705193,1.000000,0.454523,0.377715,0.357333,0.357333,0.432461,0.289152,1.000000,0.314720,0.357333
inventory.store_id,0.702402,0.291447,0.299330,0.357333,0.404689,0.398038,0.608652,0.514103,0.310230,0.352975,0.279635,0.438234,0.642744,0.357333,0.312301,0.209734,0.514902,0.533077,0.357333,0.333672,0.608799,0.376305,0.710925,0.310733,0.292335,0.301762,0.357333,1.000000,0.340962,0.514902,0.493678,0.357333,0.235423,0.360538,0.311121,0.363338,0.385546,0.309126,0.328043,0.297468,0.310898,0.644441,0.514902,0.357333,0.514902,0.608652,0.357333,1.000000,0.506379,0.357333,0.311693,0.324452,0.710925,0.352931,0.341567,0.533652,0.481496,0.718750,0.712732,0.609466,0.376305,0.284749,0.483652,0.421112,0.718750,0.314701,0.620881,0.333701,0.315853,0.324190,0.357333,0.314742,0.241729,0.718750,1.000000,0.334603,0.625000,0.357333,0.484375,1.000000
language.language_id,0.522727,0.230137,0.434231,0.344299,0.367242,0.333867,0.522727,0.453746,0.230170,0.366665,0.176664,0.318145,0.522727,0.344299,0.436786,0.223423,0.454545,0.447999,0.344299,0.363251,0.516902,0.295088,0.454545,0.367036,0.231024,0.436664,0.344299,0.506379,0.218288,0.454545,0.957916,0.344299,0.452775,0.610004,0.367424,0.346991,0.345922,0.307657,0.385294,0.311158,0.299019,0.518453,0.454545,0.344299,0.454545,0.437500,0.344299,0.506379,1.000000,0.344299,0.436178,0.383413,0.454545,0.366620,0.292757,0.522727,0.588753,0.506379,0.452739,0.436687,0.363270,0.298439,0.590909,0.230257,0.506379,0.344280,0.502261,0.363280,0.227818,0.432368,0.344299,0.344321,0.271308,0.506379,0.506379,0.364182,0.506379,0.344299,0.561777,0.506379
language.last_update,0.344299,0.473870,0.677965,1.000000,0.270066,0.268484,0.276117,0.343500,0.405721,0.955441,0.209355,0.412517,0.276117,1.000000,0.339610,0.262610,0.344299,0.204047,1.000000,0.433386,0.272950,0.501587,0.344299,0.269832,0.474758,0.680398,1.000000,0.357333,0.325480,0.344299,0.386344,1.000000,0.345186,0.312803,0.338431,0.405716,0.406516,0.487954,0.345888,0.329028,0.338207,0.274502,0.344299,1.000000,0.344299,0.207935,1.000000,0.357333,0.344299,1.000000,0.340448,0.409530,0.344299,0.955486,0.517986,0.276117,0.273961,0.357333,0.345151,0.208749,0.978860,0.546394,0.276117,0.478213,0.357333,0.454526,0.285033,0.297032,0.500642,0.705193,1.000000,0.454523,0.377715,0.357333,0.357333,0.432461,0.289152,1.000000,0.314720,0.357333
language.name,0.231633,0.547058,0.579938,0.340448,0.354922,0.282118,0.306633,0.230834,0.247090,0.384918,0.246689,0.368033,0.367996,0.340448,0.999161,0.240336,0.231633,0.302744,0.340448,0.350231,0.303466,0.361588,0.367996,0.397541,0.547945,0.582374,0.340448,0.311693,0.235007,0.338776,0.408636,0.340448,0.357521,0.300868,0.372983,0.331282,0.330213,0.425654,0.369585,0.328051,0.397745,0.366381,0.338776,0.340448,0.338776,0.294133,0.340448,0.311693,0.436178,0.340448,1.000000,0.353683,0.367996,0.384962,0.436099,0.456633,0.396144,0.311693,0.368848,0.294946,0.361588,0.453144,0.398299,0.453144,0.311693,0.329091,0.288825,0.375215,0.526161,0.559498,0.340448,0.297812,0.234396,0.311693,0.311693,0.601161,0.292943,0.340448,0.358568,0.311693
payment.amount,0.434550,0.302186,0.393402,0.409530,0.335071,0.288303,0.322050,0.247849,0.320970,0.431896,0.361433,0.315195,0.383413,0.409530,0.354290,0.220473,0.247050,0.465503,0.409530,0.348938,0.316225,0.360320,0.315231,0.352722,0.303074,0.395835,0.409530,0.324452,0.283520,0.247050,0.341330,0.409530,0.245279,0.269553,0.353111,0.281540,0.392972,0.376121,0.382344,0.308208,0.227887,0.379140,0.247050,0.409530,0.247050,0.372050,0.409530,0.324452,0.383413,0.409530,0.353683,1.000000,0.315231,0.431852,0.414806,0.472050,0.249205,0.324452,0.313425,0.371237,0.428502,0.363670,0.247050,0.431852,0.324452,0.329966,0.301583,0.348966,0.299868,0.391539,0.409530,0.298757,0.239137,0.324452,0.324452,0.318618,0.305702,0.409530,0.324452,0.324452
